Genes	AS1	D4CF1	ES1	FS1	AS1	D4CF2	ES2	FS2	AS3	D4CF3	DE3	ES3
CATSPERD	1	1	1	1	1	1	1	1	1	1	1.02166	1.0543
CATSPERG	1.05002	1.15827	1.12417	1.5437	1.34151	1.1329	1.02216	1.08565	1.8325	1.29978	1.02841	1.24932
CAV1	7.91316	10.5816	7.94415	68.3047	12.2005	4.12049	17.8653	7.17292	23.179	60.4745	4.3606	7.86554
CAV2	2.20718	6.90753	1.90696	10.0002	5.45958	1.76907	8.12319	2.28384	10.3098	13.9234	1.57769	5.13982
CAV3	1	1	1.0483	1.07194	1	1	1	1.10662	1.61183	1.28173	1	1
CBFA2T2	5.99824	6.59065	5.61466	14.1861	6.56736	5.8361	6.15361	5.50849	14.1873	9.94399	5.18883	7.60755
CBFA2T3	1.24491	1	1.24224	3.82682	1.31347	1	1.08139	1.15727	4.15419	4.82473	1.01304	1.04905
CBFB	51.5693	55.6008	23.5109	13.8259	8.39197	58.6946	55.806	23.6711	11.1394	11.5625	70.8217	40.77
CBL	12.7086	23.7047	23.662	7.30153	2.84961	12.3552	23.6191	24.9339	5.78336	5.21133	12.8179	24.4383
CBLB	10.1017	12.3726	11.2257	11.4825	8.9659	9.65369	13.2031	12.2377	12.0126	6.00658	9.16639	12.0348
CBLC	1.04698	1.17841	2.81192	22.6055	128.981	1.11242	1.06246	2.61242	29.4211	28.0841	1.04003	1.85871
CBLL1	18.6577	18.6704	16.996	9.2599	8.96266	19.309	18.542	18.4049	9.09279	8.81322	21.4686	14.0959
CBLN1	1.89477	1.9993	2.51896	2.25964	1.53998	1.37293	2.1895	2.75752	1.27074	2.65916	1.51575	1.64653
CBLN2	1.23998	1	1	5.17742	1	1.09661	1.029	1.02242	3.11547	13.2901	1.14872	1.13982
CBLN3	1.10969	1.46859	1.17871	2.6549	1.5628	1.17002	1.65622	1.19723	3.1967	3.47022	1.09347	1.93556
CBLN4	1	1	1.03764	1.64518	1	1	1	1.04154	1.37122	1	1	1
CBR1	4.53018	38.313	62.3531	22.9084	1528.65	4.2624	32.0542	52.651	30.8274	371.903	3.64129	57.0947
CBR3	1.12926	1.49084	1.80944	3.82805	2.33514	1.22897	1.40818	1.79686	1.69276	8.1526	1.11014	1.06904
CBR3-AS1	1.13584	1.25791	1.19168	5.71582	6.46599	1.16041	1.1354	1	5.67783	3.67937	1.07716	1.16466
CBR4	20.1171	35.1328	24.3149	8.85473	7.19964	24.143	30.6261	26.2928	10.5686	11.0199	26.9054	28.4547
CBS	54.7092	64.1079	105.094	5.04033	22.2757	51.7649	59.4473	101.445	5.08755	9.81062	41.6242	94.0471
CBWD1	9.46974	15.4039	10.2675	2.78151	5.95384	8.57255	15.408	10.2383	6.58069	8.68417	10.919	9.10364
CBWD2	12.9325	14.9362	10.762	2.37926	2.48644	11.6324	14.2191	10.9565	4.80245	1.32626	15.0497	10.0764
CBWD3	1	1	1	1	1.82734	1	1	1	1.02842	1	1	1
CBWD5	1	1	1	1	1	1	1	1	1	1	1	1
CBWD6	2.1621	3.42699	2.29822	1.83276	8.16905	1.78909	3.6778	2.63179	2.85195	1.5595	2.48532	2.48955
CBX1	213.404	177.582	152.669	28.9338	13.4749	206.806	169.536	152.663	26.743	25.9806	251.472	130.574
CBX2	17.117	8.07874	16.623	7.75479	1	19.1187	8.03041	15.6039	6.90772	3.47779	11.5775	15.5857
CBX3	238.279	208.578	199.959	45.0198	133.704	241.277	193.616	196.629	59.1991	101.782	296.344	134.066
CBX3P2	1.71861	1.09096	1.84737	2.02968	1	2.10318	1.44581	1.63988	2.41042	2.6462	2.46955	1.51172
CBX4	1.62407	2.45828	1.37986	13.7716	5.4307	1.42517	2.34017	1.24661	24.2077	15.6075	1.36814	2.10245
CBX5	77.2205	63.8836	57.955	23.0552	2.48636	83.0525	66.8951	66.9623	18.9428	14.0642	92.1272	60.7315
CBX6	2.91535	2.34549	3.76377	24.2291	2.96255	2.91691	1.86572	3.44021	8.23059	15.9882	2.24035	3.18909
CBX7	1.48411	2.57141	3.04985	8.32497	21.4689	1.47026	2.47398	3.34256	9.31317	28.2881	1.4125	4.31944
CBX8	3.05533	2.07934	1.16284	5.70003	4.60015	2.66543	1.63948	1.13479	5.76211	8.82369	2.63953	2.40131
CBY1	32.3294	34.8763	28.2751	20.5508	19.3045	28.5213	32.7141	26.1625	19.3596	26.0292	29.1785	33.0804
CBY3	1	1	1.09015	1.9389	1	1	1	1	1.21461	1.17675	1	1
CC2D1A	2.65675	2.68624	4.60937	11.3102	68.1785	2.664	2.63482	4.22893	13.4671	22.653	1.50937	5.15958
CC2D1B	3.88587	6.90842	4.69904	7.50862	10.6952	3.72762	7.22706	4.18633	7.86836	7.24714	3.19292	8.5683
CC2D2A	9.5178	5.19275	6.36255	6.67435	3.5444	10.1405	4.86946	7.56234	4.87288	3.15976	9.45128	4.67317
CC2D2B	1	1.06794	1	1.29837	1.73547	1.03172	1.08169	1.03682	1.18069	1.25829	1	1.03822
CCAR1	46.4873	82.1161	67.6679	24.661	58.0108	45.4792	82.4645	67.7088	24.7184	12.285	55.4797	54.1083
CCAR2	45.0509	26.3129	37.9324	27.5036	27.6751	50.7707	28.2893	35.6556	24.6611	26.9654	36.1773	38.9761
CCAT1	1.0906	1	1	1.83282	1	1.02006	1.03011	1	1.98174	2.54934	1	1
CCAT2	1	1	1	1.02629	1	1	1.1008	1	1.05577	1.13687	1	1.04049
CCBE1	2.01752	1.29438	3.02981	6.07065	1.39652	2.16726	1.21901	3.23027	1.36984	1.43505	2.32942	1.17597
CCBL1	7.72229	2.88382	12.2417	3.22754	6.36955	11.7677	2.81801	10.8972	4.03965	3.69331	6.40495	5.17686
CCBL2	55.7484	56.3469	70.0525	11.4431	21.8712	60.9288	54.3485	70.6544	21.8637	14.5135	77.5609	39.9866
CCDC101	6.82521	3.23547	4.86527	11.0507	38.107	5.22619	3.47148	4.11986	11.319	6.84329	4.53787	4.64063
CCDC102A	2.29242	1.35054	1.29465	3.72621	3.16481	2.26147	1.49089	1.51489	2.89945	2.75793	1.56186	1.95789
CCDC102B	2.03313	1.21321	1.22999	2.18419	3.88044	2.27308	1.18671	1.28333	1.92396	1.71645	2.46545	1.27505
CCDC103	2.51162	2.32464	1.7468	2.65098	1	2.76081	2.75198	2.05441	2.48163	2.53961	2.41415	2.9873
CCDC104	55.4334	43.206	25.0999	17.3326	20.7259	52.9768	41.7749	22.2457	14.934	10.0458	69.1234	32.7968
CCDC105	1	1	1	1	1	1	1	1	1	1	1	1
CCDC106	2.31289	1.74779	2.49722	5.73513	5.71966	1.98838	1.87267	2.21402	4.95745	4.2557	1.78309	3.52425
CCDC107	3.32443	1	2.77018	12.3143	37.518	1.64531	1	2.00383	5.81648	11.2908	1	2.07103
CCDC108	1.26863	1.37087	1.12272	1.95364	1.30119	1.12477	1.31092	1.20869	2.74626	1.03649	1.07644	1.30949
CCDC109B	17.3992	3.29089	20.096	3.09114	5.52417	16.4473	5.0831	18.3563	2.73673	10.7335	25.6289	3.10903
CCDC11	1.61584	1.55023	1.20234	1.32661	1	1.38502	1.48158	1.03722	1.37296	1.2615	1.52475	1.23217
CCDC110	1.50209	1.25901	3.10817	1.34703	1	1.19308	1.06045	2.84716	1.0334	1.57302	1.30999	1.12143
CCDC112	14.6218	13.7852	16.3746	5.45166	8.87964	12.7243	12.9123	16.6259	3.05077	6.25722	15.028	9.28695
CCDC113	5.25484	3.55333	4.12455	1.66776	1.24513	6.57565	3.99	4.15659	1.61273	1.91637	6.25644	4.69034
CCDC114	1	1.11083	1.18114	1.39151	1	1.03447	1.02587	1.21992	1.07146	1.21004	1.03316	1.08314
CCDC115	10.8997	8.55475	9.51207	17.3215	38.5097	8.57386	9.07193	8.92323	21.1101	23.7919	9.53821	8.4316
CCDC116	1	1	1.05496	1.26619	1.60606	1.05229	1.07849	1.09099	1.17358	1.37245	1.02515	1.12613
CCDC117	34.1566	31.5434	30.9217	17.3453	11.6081	37.4418	27.146	34.0405	19.6606	11.0327	44.9562	23.4833
CCDC12	31.9706	12.1588	26.9358	27.5927	82.2933	30.4104	12.0098	22.4964	31.0824	43.0515	19.8183	22.8778
CCDC120	2.3947	3.32496	3.21603	7.10304	13.5371	2.61956	3.20433	2.75626	11.1711	5.9031	2.37327	4.74929
CCDC121	2.4692	2.54957	2.39291	2.41897	2.67503	2.80678	2.73605	2.50927	2.77956	2.61573	3.89788	2.13323
CCDC122	4.80615	4.08817	4.99756	2.3621	3.67293	4.25577	3.46505	4.84374	2.96113	1.88	4.88071	3.98833
CCDC124	13.909	6.36991	10.9005	23.6422	86.311	12.9486	5.38403	10.3175	20.8993	70.8897	4.41728	15.8354
CCDC125	2.6168	1.22859	1.03202	7.63537	4.87592	2.99561	1.11433	1.08836	7.51744	5.14464	2.46559	1.09186
CCDC126	4.90552	8.36589	3.60044	4.44489	7.36791	4.94009	8.18622	3.92315	7.82299	6.45054	5.60609	6.16624
CCDC127	17.4089	12.8201	12.7264	11.5737	7.95863	16.4734	15.9489	13.1485	8.03344	16.5375	18.9707	13.6814
CCDC129	1.12058	1.68016	1.20834	1.03585	1	1	1.82786	1.22969	1.0506	1.19362	1.05244	1.68346
CCDC13	1.11174	1.16972	1.20805	1.17845	1.45823	1.13855	1.02971	1.06888	1.04925	1.28158	1.09521	1.1671
CCDC13-AS1	1	1	1	1.17272	1	1	1	1	1	1	1	1
CCDC130	5.31516	4.27709	4.06068	16.3891	55.1082	4.67624	4.22338	4.2935	19.5629	19.5579	2.89097	7.97967
CCDC132	11.506	8.09548	7.2367	8.78073	4.64094	12.2012	6.43733	7.58447	8.58429	4.56074	12.682	6.57902
CCDC134	5.60282	2.35244	4.11169	4.38069	3.25995	7.21198	3.11249	4.65944	3.78424	4.47298	4.22164	5.03854
CCDC135	1	1	1	1.11345	1	1.05494	1	1.024	1.10298	1	1.05286	1.04991
CCDC136	8.1217	4.79569	11.5682	5.31218	2.5826	8.90129	5.19075	12.2965	1.56852	1.6922	6.88114	7.24101
CCDC137	8.12002	10.7728	11.3011	6.53719	18.0893	8.2069	12.1043	11.8622	8.93004	24.4495	7.06687	13.0498
CCDC138	36.5889	19.1227	21.2681	3.35006	1.60483	39.1217	19.0159	21.8253	3.10045	2.11508	54.1437	13.3986
CCDC14	32.6889	61.7245	47.6541	31.0959	5.83348	33.9006	56.1886	49.0495	20.8868	10.8379	40.4717	48.9046
CCDC140	1.54957	1	1	1	1	1.52151	1	1	1	1	1.40138	1
CCDC141	1.13812	1.79917	2.31028	1.1415	1.13448	1.08738	1.91806	2.08795	1.66598	1.18886	1.07846	1.60417
CCDC142	2.1496	2.61676	2.09663	4.10488	2.45297	2.38271	2.98109	1.94879	5.3972	5.31088	2.14887	2.72822
CCDC144A	1.01043	1.03962	1.09714	1.02897	1	1	1.01387	1.1501	1	1.11245	1	1.03344
CCDC144B	1.01382	1	1.05147	1.18228	1	1.00612	1.00919	1.04261	1.16229	1.17367	1	1.01477
CCDC144CP	1.04401	1.13928	1.12292	1.06108	1	1.15593	1.23405	1.10552	1.05386	1.02637	1.05001	1.2194
CCDC144NL	1.15788	1.42822	1.90286	1.07824	1	1.0799	1.26985	1.76472	1	1	1.07687	1.21682
CCDC146	2.16285	1.96145	1.69842	4.03203	5.99628	1.71429	1.77294	1.67446	3.23149	2.21454	1.73515	1.92155
CCDC147	1.62292	2.75608	2.52882	1.26193	1	1.40124	2.63111	2.82306	1.05545	1.03396	1.54686	2.43155
CCDC147-AS1	1.66613	1.75882	2.24025	1.50781	1	1.35398	1.88554	2.30037	1	1.24179	1.51084	1.71152
CCDC148	2.08129	2.07511	1.81982	1.13078	1	2.67168	2.00378	1.87247	1.20837	1	3.00353	2.23999
CCDC148-AS1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC149	2.45271	1.8376	4.34461	7.58225	3.23937	2.75701	1.95597	3.58391	5.77131	5.40882	2.55727	2.08452
CCDC15	4.42033	2.78202	4.11007	2.17007	1.32583	4.52245	3.32634	4.18728	1.88777	1.48622	6.36794	2.22347
CCDC150	5.68682	11.6588	14.4975	1.86563	1	6.37541	11.982	15.1172	2.94366	1.33347	7.09092	9.33768
CCDC151	1.38964	1.17072	1.22322	1.10395	1	1.31855	1.11954	1.52351	1.08812	1.27013	1.25539	1.16007
CCDC152	1.09253	11.3271	9.52599	17.3703	4.90271	1.07968	7.98928	9.46127	17.9405	3.29239	1.13403	7.33624
CCDC153	1.52118	1.59371	1.48519	3.23738	3.16846	1.55392	2.38571	1.74968	2.00156	1.38104	1.08882	2.44742
CCDC154	1.02954	1	1	1.45071	1.60636	1.02616	1	1.03035	1.43417	1.42587	1	1
CCDC155	1	1.05113	1.02507	1.01868	1	1	1	1.05534	1	1	1	1
CCDC157	1.19806	1.05693	1.05675	1.77158	2.28942	1.07428	1.03778	1.14331	1.88883	1.60645	1.08789	1.15555
CCDC158	1	1	1.0479	1.30938	1	1	1.0228	1.03524	1.12594	1.03084	1	1
CCDC159	3.04956	2.81593	2.39921	7.62824	37.7177	1.7261	2.18069	2.12309	8.75551	3.85268	1.98963	3.11626
CCDC160	9.25355	6.39296	5.4405	1.18577	1	10.2561	5.13238	5.46027	1.07893	1	13.4215	4.5493
CCDC162P	1.11484	1.87217	1.32074	1.63598	1	1.40686	1.76336	1.118	1.25485	1.8413	1.39143	1.61335
CCDC163P	1.9693	1.96401	2.07066	2.49641	2.28212	2.43766	1.89185	1.68927	1.68294	5.37867	2.15985	2.18045
CCDC166	1	1	1	1	1	1	1	1	1	1	1	1
CCDC167	37.9602	28.5868	14.9207	8.80726	9.86217	41.856	31.7559	11.2907	7.90061	36.8301	23.478	45.3007
CCDC168	1.00552	1.05763	1.02569	1.00766	1	1.00489	1.03302	1.01985	1.01012	1.0099	1.00705	1.01769
CCDC169	3.9206	4.55882	7.91157	1.67472	1	3.75131	3.32807	7.36575	2.82167	1.30702	3.03518	3.87213
CCDC169-SOHLH2	1.40775	1.03397	2.66031	1.00037	1	1.00036	1.79063	4.36793	1.00001	1.00008	1.21917	2.55673
CCDC17	1.11624	2.04852	1.51411	1.69639	5.7736	1.15444	1.65688	1.47153	1.21361	2.10007	1	1.96246
CCDC170	1.10399	3.10602	1.17211	1.3528	2.65532	1.12281	2.2135	1.26118	1.92449	1.02076	1.16738	2.82664
CCDC171	3.37288	3.1453	2.26229	2.01928	1	3.23921	3.2532	2.94459	1.88143	1.55846	3.63569	2.87076
CCDC172	1	1.14906	5.05638	1	1	1	1.05219	4.46856	1	1	1	1
CCDC173	1.53758	1.73714	1.30584	1.41432	2.22637	1.37032	1.47644	1.52165	1.08781	1	1.66165	1.25521
CCDC174	11.6044	12.886	9.50426	9.52419	13.2231	11.6557	10.2284	9.72945	9.75945	9.54567	11.7777	11.0079
CCDC175	1	1.09381	1.09287	1.81301	1	1.02182	1.29708	1.07651	2.42509	1	1	1.21169
CCDC176	2.39614	2.73608	1.59777	3.75863	2.28276	1.6415	2.79888	1.58082	2.47262	1.70099	2.33053	2.22284
CCDC177	1.78249	4.84019	3.25406	1.20489	1	1.40536	5.08241	2.83545	1	1.07961	1.3774	5.03712
CCDC178	1.20487	1	1.03518	1.18352	1	1.16733	1.0251	1.05822	1.13678	1.06796	1.22538	1
CCDC179	1	1	1	1	1	1	1	1	1	1	1	1
CCDC18	8.83816	11.5253	10.1808	3.25465	2.16719	9.64605	12.0073	11.5424	2.695	2.12699	11.4918	9.25052
CCDC180	1.92003	1.42468	2.24967	1.76311	1	2.08772	1.67516	2.37829	2.27286	1.25226	2.44916	2.06048
CCDC181	9.54516	6.63143	6.29239	1.93081	1	8.47443	5.83497	6.4782	1.31159	1	10.0263	4.1305
CCDC182	1	1.17274	1	1	1	1	1	1	1	1	1	1.29156
CCDC183	3.28515	1.7699	1.26949	28.5864	2.59642	5.34833	2.27094	1.81612	18.824	1.4838	2.01614	4.05718
CCDC183-AS1	1.32611	1.48778	1.21387	7.90531	1	1.36942	1.22771	1.09768	5.02519	2.65205	1.07506	1.43838
CCDC184	3.16646	1	1.79142	5.14701	1.5628	1.99582	1.03646	1.30994	1.04031	3.76687	2.21509	1.05858
CCDC185	1	1	1	1	1	1	1	1	1	1	1	1
CCDC19	1.18443	1.28013	1.37773	1.12791	1	1.09801	1.39229	1.15159	1.16276	1.19972	1.09429	1.197
CCDC22	4.49604	2.94831	2.41377	9.58425	10.6813	5.49728	2.5369	2.42545	11.1553	6.24951	3.17511	4.45964
CCDC23	48.1261	45.2677	44.2278	22.746	37.9595	52.0138	42.3719	33.0765	20.2701	22.4664	54.9616	35.5082
CCDC24	1.65362	3.12737	2.43428	15.0167	38.4946	2.4886	2.73784	2.10327	11.892	4.8832	1.71608	5.28874
CCDC25	27.5934	18.738	24.294	13.5144	48.5847	30.3922	18.7105	25.1643	16.9539	33.6484	36.7143	15.1025
CCDC27	1.02979	1	1.05547	1.08265	1.61162	1.05277	1	1.03061	1.13138	1	1.02538	1.03182
CCDC28A	7.80203	13.0735	10.0875	10.6322	30.9247	7.79641	10.9004	10.9872	9.98788	17.5865	11.177	8.22918
CCDC28B	5.97039	2.82113	5.3836	11.2079	6.42565	6.79232	2.39107	5.30044	6.98632	4.17738	3.74917	4.63255
CCDC3	2.6672	15.6025	3.67375	4.36306	2.89976	3.39954	17.0732	3.61793	4.03704	10.0495	2.49915	17.674
CCDC30	1.62864	1.154	1.1699	1.70346	1.41565	1.34125	1.40437	1.16668	1.90859	1.40136	1.53565	1.2166
CCDC33	1.84238	1.04314	1.08486	1.05525	1.7031	2.80428	1	1.04669	1	1	2.26547	1.03654
CCDC34	45.8875	25.7287	35.2787	19.6715	7.6131	46.4013	23.0479	31.6404	19.1534	20.5103	56.2325	16.2537
CCDC36	1	1	1	1.40843	1	1	1	1	1.13841	1	1	1.02515
CCDC37	1	1.0592	1.02903	1.02163	1.64038	1.05524	1	1.06408	1.18338	1	1	1.03331
CCDC37-AS1	1	1	1.0979	1	1	1	1	1	1	1	1	1
CCDC38	1.03354	1.19101	1.09366	1.09304	1	1.0891	1.2229	1.17228	1	1	1.1143	1.07164
CCDC39	2.22196	4.48002	4.12833	2.785	1	2.28163	3.5222	3.9405	2.91259	1.31798	2.42483	3.07807
CCDC40	1.78282	2.30379	2.81752	2.22253	1.71952	1.95276	1.74662	2.95721	1.59856	1.5385	1.81181	2.61727
CCDC42	1	1	1	1	1	1	1	1	1	1	1	1
CCDC42B	1.18847	1.43591	1.21391	1.12333	6.0658	1	1.17866	1.3418	1.33677	3.52719	1	1.05493
CCDC43	36.9582	41.7316	34.7009	12.8335	10.6417	36.2606	35.8938	36.2302	13.7362	15.108	42.4215	26.8975
CCDC47	66.9515	73.0514	67.07	35.3097	31.2953	64.8762	77.1971	68.0109	49.2739	55.5993	81.1805	47.6389
CCDC50	15.3961	21.6379	9.64344	10.613	13.9873	13.8751	20.6937	9.77584	14.958	9.00961	16.4053	17.4188
CCDC51	10.7798	6.77933	12.4341	10.4348	11.2382	12.2256	6.7704	11.0552	13.6925	25.3875	8.35566	9.90773
CCDC53	19.2927	20.6439	6.70215	15.622	23.2999	21.9665	25.2081	7.03809	17.9193	11.8487	23.0051	21.8655
CCDC54	1.05384	1	1.10024	1	1	1.09537	1.07157	1.11064	1.07929	1	1.04588	1.05751
CCDC57	2.36578	3.15423	1.93892	6.21881	15.2143	2.69349	2.89945	1.7556	5.66117	8.18424	1.75197	4.54613
CCDC58	59.9135	53.8916	57.8644	9.37772	20.0351	59.549	40.463	60.4743	14.5121	12.7079	79.4122	27.3421
CCDC59	27.2329	32.7963	27.0897	9.33936	11.8004	27.397	29.8879	27.622	9.60669	23.1224	31.331	22.248
CCDC6	20.8231	13.1292	27.4713	16.2776	19.1554	21.765	12.5041	28.081	22.4989	21.3792	23.8594	10.0427
CCDC60	1.10452	1.04961	1.24325	1.0725	1	1.162	1.06947	1.24162	1	1	1.08906	1.02791
CCDC61	1.72497	1.68821	1.6749	4.82117	5.4704	2.54101	1.24094	1.7821	5.29169	4.92491	1.37064	2.08412
CCDC62	1.28212	1.14824	1.167	1.2163	1.52577	1.36298	1.34044	1.13165	1.35746	1.07011	1.4317	1.274
CCDC63	1.03876	1.68513	1.51916	1	1	1	1.15459	1.7161	1	1.05916	1.03303	1.35041
CCDC64	1.34677	2.51041	6.7349	3.50495	4.76302	1.1084	3.22363	6.21859	2.30352	4.52355	1.12167	3.44032
CCDC64B	1	1.13867	1.44196	10.7767	49.0426	1	1.0971	1.18761	10.3574	20.7791	1	1.11702
CCDC65	1.67239	2.70215	2.11282	1.8549	1	1.6286	2.53946	1.92113	1.71428	1.20227	1.66842	1.91772
CCDC66	8.40934	10.445	12.034	7.02265	3.34798	7.70383	10.4391	13.2026	6.64993	3.82488	9.59168	7.18454
CCDC67	1.21453	1.04526	1.22191	1.24805	1	1.25334	1.22182	1.17144	1.12259	1	1.26404	1.05092
CCDC68	1	1.14564	1.09998	15.1958	30.5356	1	1.18356	1.1734	16.3346	8.14349	1	1.1311
CCDC69	2.72661	4.94073	5.85631	14.8786	23.2055	2.6919	4.8337	5.56708	27.251	31.7254	2.28341	5.45372
CCDC7	1.93597	2.17279	1.74932	2.63812	1.71642	1.82577	1.82841	1.73861	2.26992	2.17369	2.03847	1.84197
CCDC70	1	1	1	1	1	1	1	1	1	1	1.05264	1
CCDC71	8.0438	5.64255	9.29012	11.4282	16.0039	9.40424	5.90031	7.63711	12.1383	23.9871	6.13118	11.3306
CCDC71L	5.92299	13.4095	5.03926	6.85747	6.40981	5.45871	12.5732	5.60084	5.75778	11.1971	6.42718	10.0612
CCDC73	1.85061	1.73969	1.94109	1.64181	1	1.67104	1.70728	1.99001	1.3669	1.34713	1.7555	1.30967
CCDC74A	4.10616	1.78188	3.2524	2.2841	1	4.28272	1.75265	2.7983	1.41569	2.12473	3.50027	3.41942
CCDC74B	3.44737	1.58082	2.23411	1.42453	1	3.40177	1.40669	2.62396	1.41289	1.09226	2.78125	2.03477
CCDC77	29.1592	20.9451	26.0834	5.01125	3.89276	34.8851	19.6633	26.3722	5.06355	4.65699	41.0386	15.956
CCDC78	1.16684	1.23757	1.23298	2.09909	1	1.11082	1.27724	1.17142	1.2148	1.07539	1.14216	1.44552
CCDC79	1.02618	1.14909	1.04874	1.01816	1	1	1.0696	1.05379	1	1	1	1.02796
CCDC8	6.96239	7.65681	4.57823	24.8322	1.76841	7.87494	7.4308	4.66018	25.9104	2.98987	5.47337	10.8935
CCDC80	13.081	1.29661	3.14511	11.3956	2.06598	8.09095	1.38074	3.22044	3.1312	9.41351	8.67616	1.27225
CCDC81	1.50839	11.5283	1.35522	1.20539	1	1.15771	8.84531	1.26192	1.18403	1.09163	1.28212	11.1618
CCDC82	20.6318	26.6719	16.8753	10.6706	8.14674	18.9019	23.0832	17.1603	8.03225	9.57427	24.2806	18.0487
CCDC83	1	1	1	1.01891	1.58476	1	1	1	1.02093	1	1	1.03042
CCDC84	7.03204	16.2669	16.8617	6.32874	13.3022	6.55357	16.4221	14.5448	7.50707	3.71845	5.08357	12.7197
CCDC85A	1.5746	1.17691	1.4048	2.34695	1.31804	1.74273	1.12387	1.46272	2.23149	2.98216	1.74102	1.1327
CCDC85B	1.62796	1.10839	1.85032	7.68767	22.1989	1.65729	1.30357	1.35192	5.79327	49.9189	1.3405	1.48782
CCDC85C	7.44698	2.96241	4.71895	8.35118	18.9316	7.59975	3.08119	5.18553	10.6104	23.2355	5.80245	4.11867
CCDC86	15.6668	8.19839	19.7463	8.42339	11.5462	16.0346	8.09735	17.111	9.49495	23.2666	16.0933	8.71649
CCDC87	1.06494	1.6987	1.50381	1.09011	1	1.03835	1.43167	1.28914	1.12722	1.15584	1.11067	1.30059
CCDC88A	21.4077	27.4906	36.6416	12.6107	1.76697	23.4919	24.8166	40.6119	3.8472	2.95648	27.9259	22.5335
CCDC88B	1.06222	1.28352	1.31279	2.26938	55.2545	1.05511	1.19852	1.30685	3.79532	6.94727	1.04241	2.22288
CCDC88C	4.16663	4.81072	6.59066	8.15894	4.43459	4.95903	5.08211	6.93192	8.94552	11.3072	4.40687	6.99611
CCDC89	1.05278	1.0501	1	1.58576	1	1.02337	1	1.05422	1.32964	1.47533	1	1.02819
CCDC9	6.10451	5.69705	6.10183	8.79788	14.5056	6.32529	6.16227	5.15062	10.0011	12.9135	4.54897	9.26217
CCDC90B	14.034	43.5695	16.4442	7.50697	11.0497	16.6799	38.6482	16.0803	8.19781	7.65917	19.7184	31.478
CCDC91	8.73855	17.3655	13.9725	9.53916	11.7386	6.75626	13.2645	15.2324	9.31816	6.65646	7.75817	11.2662
CCDC92	7.98029	16.9173	1.34382	17.1365	24.5359	6.98602	13.8637	1.34152	16.0201	31.463	6.28694	19.1468
CCDC93	10.9134	13.0286	8.3928	12.4158	11.1749	11.2486	13.564	8.60323	14.1672	6.5152	11.4697	13.1084
CCDC94	9.95294	5.66977	11.8534	10.7201	25.3221	9.80077	7.67032	12.8773	14.1803	21.8231	7.58078	9.51216
CCDC96	1.24099	1.11444	1.11223	1.5848	3.4731	1.13345	1.36036	1.09294	1.46479	2.79125	1.05144	1.45038
CCDC97	8.99927	11.8634	7.43056	14.0197	10.2566	8.11811	11.8093	7.07222	13.3995	18.5717	6.80568	15.1937
CCER1	1	1	1	1	1	1	1	1	1	1	1	1
CCER2	1.1376	1.13062	1.1281	1.71516	1	1.06093	1.18292	1.21206	1.86218	2.37405	1.11725	1.51441
CCHCR1	7.05394	5.50643	8.63223	7.05504	10.4468	8.02584	5.17643	7.45911	7.43224	12.5304	5.76852	9.2293
CCIN	1	1.12814	1.12567	1.09362	1	1.05978	1.17945	1.17336	1	1.06087	1.02876	1.32442
CCK	1	1	1.50306	1.07482	23.4986	1	1	1.55521	1.31888	31.6373	1	1.34632
CCKAR	1.03971	1	1	1.57824	1	1	1	1	1	1.2151	1	1
CCKBR	3.99511	111.858	6.0796	1.12342	1	2.70718	103.853	5.72257	1.04359	1.05345	2.81931	119.054
CCL1	1	1	1	1	1	1	1	1	1	1	1	1
CCL11	1	1	1	1.62027	17.8641	1	1	1	1.48046	1.29626	1	1
CCL13	1	1	1	1.2513	12.2944	1	1	1	1	2.32289	1	1
CCL14	1	1	1	17.0956	45.4288	1	1	1	12.2875	106.858	1	1
CCL15	1	1	1.06236	16.5061	69.5542	1	1	1	25.5427	26.8993	1	1.07155
CCL15-CCL14	1	1	1	1.00061	9.59708	1	1	1	8.20651	1	1	1
CCL16	1	1	1	1.09441	1	1	1	1	1.167	1.32819	1	1
CCL17	1	1	1.13292	1	1	1	1	1	1	1.26288	1	1
CCL18	1	1	1	1.14358	3.15675	1	1	1	1.30653	26.3914	1	1
CCL19	1	1	1	1.25385	3.5516	1	1	1	4.89094	3.69065	1	1
CCL2	12.1318	194.701	5.32632	16.7133	12.2493	10.4763	134.33	5.21958	11.3076	14.4421	14.0768	230.381
CCL20	1	1	1	1.83187	12.5111	1	1	1	7.53351	12.9662	1	1
CCL21	1	1	1	17.3552	16.8466	1.07522	1	1	17.548	168.038	1	1.09072
CCL22	1	1	1	1.03	1	1	1.02875	1	1.28592	1.15567	1	1
CCL23	1	1	1	1.65628	7.64508	1	1	1	1.92749	12.0623	1	1
CCL24	1	1	1	12.0898	189.389	1	1	1	27.8626	27.7042	1	1
CCL25	1	1.13989	1.41205	1.71609	147.356	1	1.09795	1.22711	408.858	373.809	1.12556	1
CCL26	1.16392	1.62245	14.8868	1	1	1.14518	3.17918	13.2947	1	3.72713	1.27935	2.57585
CCL27	1.48499	1	1	1.16735	1	1.42954	1	1	1	1.45506	1	1.51804
CCL28	1	1	1.62488	2.39458	6.97565	1	1	1.49261	2.69994	24.0985	1	1.10243
CCL3	1	1	1	2.37293	5.12072	1	1	1	3.27048	2.44809	1	1
